YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,Geolocation,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2021,2021,AZ,Arizona,BRFSS,Arthritis,Arthritis among adults,%,Age-adjusted Prevalence,19.1,19.1,,,17.7,20.4,Sex,Male,POINT (-111.76381127699972 34.865970280000454),4,ART,ART01,AGEADJPREV,SEX,SEXM
2019,2019,HI,Hawaii,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,21.21,21.21,,,19.96,22.45,Sex,Male,POINT (-157.85774940299973 21.304850435000446),15,CVD,CVD06,AGEADJRATE,SEX,SEXM
2021,2021,NC,North Carolina,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,23.2,23.2,,,22.85,23.54,Race/Ethnicity,"White, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,CVD,CVD06,AGEADJRATE,RACE,WHT
2021,2021,CO,Colorado,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,28.7,28.7,,,27.3,30.1,Sex,Male,POINT (-106.13361092099967 38.843840757000464),8,CVD,CVD01,CRDPREV,SEX,SEXM
2021,2021,CT,Connecticut,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed vegetables less than one time daily among adults,%,Age-adjusted Prevalence,17.2,17.2,,,15.3,19.3,Sex,Female,POINT (-72.64984095199964 41.56266102000046),9,NPAW,NPW04,AGEADJPREV,SEX,SEXF
2022,2022,MN,Minnesota,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Age-adjusted Mean,3.7,3.7,,,2.7,4.7,Race/Ethnicity,"Asian, non-Hispanic",POINT (-94.79420050299967 46.35564873600049),27,MEN,MEN04,AGEADJMEAN,RACE,ASN
2020,2020,NJ,New Jersey,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude 75th percentile,7.2,7.2,,,6.7,7.5,Race/Ethnicity,"White, non-Hispanic",POINT (-74.27369128799967 40.13057004800049),34,ALC,ALC05,CRD75TH,RACE,WHT
2021,2021,US,United States,NVSS,Asthma,"Asthma mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,0.8,0.8,,,0.8,0.9,Sex,Male,,59,AST,AST01,AGEADJRATE,SEX,SEXM
2022,2022,MN,Minnesota,BRFSS,Disability,Adults with any disability,%,Crude Prevalence,26.4,26.4,,,25.1,27.7,Sex,Female,POINT (-94.79420050299967 46.35564873600049),27,DIS,DIS01,CRDPREV,SEX,SEXF
2022,2022,FL,Florida,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude Median,5.6,5.6,,,5.1,6.2,Age,Age 45-64,POINT (-81.92896053899966 28.932040377000476),12,ALC,ALC05,CRDMEDN,AGE,AGE4564
2021,2021,ME,Maine,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude 75th percentile,7.5,7.5,,,7.0,8.1,Overall,Overall,POINT (-68.98503133599962 45.254228894000505),23,ALC,ALC05,CRD75TH,OVERALL,OVR
2022,2022,NM,New Mexico,BRFSS,Diabetes,Diabetes among adults,%,Crude Prevalence,17.2,17.2,,,12.4,23.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-106.24058098499967 34.52088095200048),35,DIA,DIA01,CRDPREV,RACE,AIAN
2020,2020,VA,Virginia,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Crude Mean,2.9,2.9,,,2.7,3.0,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,HEA,HEA02,CRDMEAN,OVERALL,OVR
2021,2021,LA,Louisiana,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",Number,Number,2755.0,2755.0,,,,,Overall,Overall,POINT (-92.44568007099969 31.31266064400046),22,CVD,CVD07,NMBR,OVERALL,OVR
2021,2021,CA,California,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,24.36,24.36,,,24.08,24.64,Sex,Male,POINT (-120.99999953799971 37.63864012300047),6,CVD,CVD06,AGEADJRATE,SEX,SEXM
2019,2019,AZ,Arizona,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Age-adjusted Mean,2.9,2.9,,,2.2,4.0,Sex,Male,POINT (-111.76381127699972 34.865970280000454),4,MEN,MEN04,AGEADJMEAN,SEX,SEXM
2019,2019,LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status","Met aerobic physical activity guideline for substantial health benefits, adults",%,Crude Prevalence,46.2,46.2,,,35.9,56.9,Race/Ethnicity,Hispanic,POINT (-92.44568007099969 31.31266064400046),22,NPAW,NPW09,CRDPREV,RACE,HIS
2020,2020,MI,Michigan,BRFSS,Alcohol,Binge drinking intensity among adults who binge drink,Number,Crude Median,6.1,6.1,,,5.8,6.6,Sex,Male,POINT (-84.71439026999968 44.6613195430005),26,ALC,ALC05,CRDMEDN,SEX,SEXM
2020,2020,WA,Washington,NVSS,Asthma,"Asthma mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,1.8,1.8,,,1.4,2.2,Sex,Female,POINT (-120.47001078999972 47.52227862900048),53,AST,AST01,AGEADJRATE,SEX,SEXF
2019,2019,FL,Florida,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,33.5,33.5,,,32.1,35.0,Overall,Overall,POINT (-81.92896053899966 28.932040377000476),12,CVD,CVD01,CRDPREV,OVERALL,OVR
2016,2020,CO,Colorado,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence",Number,Number,479.0,479.0,,,,,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN07,NMBR,RACE,API
2020,2020,NV,Nevada,BRFSS,Health Status,Average recent physically unhealthy days among adults,Number,Age-adjusted Mean,4.0,4.0,,,3.4,4.6,Sex,Female,POINT (-117.07184056399967 39.493240390000494),32,HEA,HEA02,AGEADJMEAN,SEX,SEXF
2020,2020,PA,Pennsylvania,NVSS,Asthma,"Asthma mortality among all people, underlying cause","cases per 100,000",Crude Rate,1.1,1.1,,,0.9,1.4,Sex,Male,POINT (-77.86070029399963 40.79373015200048),42,AST,AST01,CRDRATE,SEX,SEXM
2019,2019,IL,Illinois,YRBSS,Tobacco,Current tobacco use of any tobacco product among high school students,%,Crude Prevalence,17.7,17.7,,,14.4,21.6,Grade,Grade 10,POINT (-88.99771017799969 40.48501028300046),17,TOB,TOB01,CRDPREV,GRADE,GRD10
2022,2022,LA,Louisiana,BRFSS,Mental Health,Depression among adults,%,Age-adjusted Prevalence,29.7,29.7,,,27.7,31.9,Race/Ethnicity,"White, non-Hispanic",POINT (-92.44568007099969 31.31266064400046),22,MEN,MEN02,AGEADJPREV,RACE,WHT
2019,2019,KS,Kansas,ACS,Social Determinants of Health,High school completion among adults aged 18-24,%,Crude Prevalence,88.2,88.2,,,86.1,90.0,Sex,Male,POINT (-98.20078122699965 38.34774030000045),20,SDOH,SDH02,CRDPREV,SEX,SEXM
2020,2020,IN,Indiana,BRFSS,Tobacco,Current cigarette smoking among adults,%,Crude Prevalence,20.4,20.4,,,16.7,24.6,Race/Ethnicity,"Black, non-Hispanic",POINT (-86.14996019399968 39.766910452000445),18,TOB,TOB04,CRDPREV,RACE,BLK
2019,2019,RI,Rhode Island,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,%,Crude Prevalence,75.9,75.9,,,72.7,78.9,Age,Age 18-44,POINT (-71.52247031399963 41.70828019300046),44,SDOH,SDH12,CRDPREV,AGE,AGE1844
2021,2021,US,United States,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,219.5,219.5,,,218.8,220.3,Sex,Male,,59,CVD,CVD09,AGEADJRATE,SEX,SEXM
2021,2021,TN,Tennessee,BRFSS,Arthritis,Activity limitation due to arthritis among adults with arthritis,%,Crude Prevalence,12.0,12.0,,,9.0,15.8,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,ART,ART02,CRDPREV,RACE,BLK
2019,2019,ID,Idaho,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,200.8,200.8,,,193.5,208.1,Race/Ethnicity,"White, non-Hispanic",POINT (-114.3637300419997 43.682630005000476),16,CVD,CVD09,CRDRATE,RACE,WHT
2022,2022,WY,Wyoming,BRFSS,Immunization,Pneumococcal vaccination among adults aged 18â€“64 years who are at increased risk,%,Crude Prevalence,26.2,26.2,,,22.6,30.2,Race/Ethnicity,"White, non-Hispanic",POINT (-108.10983035299967 43.23554134300048),56,IMM,IMM03,CRDPREV,RACE,WHT
2021,2021,VT,Vermont,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Age-adjusted Mean,3.9,3.9,,,3.2,4.8,Overall,Overall,POINT (-72.51764079099962 43.62538123900049),50,MEN,MEN04,AGEADJMEAN,OVERALL,OVR
2021,2021,MA,Massachusetts,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Age-adjusted Mean,3.5,3.5,,,2.9,4.1,Overall,Overall,POINT (-72.08269067499964 42.27687047000046),25,MEN,MEN04,AGEADJMEAN,OVERALL,OVR
2022,2022,FL,Florida,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,%,Crude Prevalence,17.5,17.5,,,15.2,20.2,Sex,Male,POINT (-81.92896053899966 28.932040377000476),12,SDOH,SDH09,CRDPREV,SEX,SEXM
2022,2022,NJ,New Jersey,BRFSS,Tobacco,Current cigarette smoking among adults,%,Age-adjusted Prevalence,5.2,5.2,,,3.0,8.7,Race/Ethnicity,"Asian, non-Hispanic",POINT (-74.27369128799967 40.13057004800049),34,TOB,TOB04,AGEADJPREV,RACE,ASN
2021,2021,OH,Ohio,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,18.72,18.72,,,17.67,19.77,Race/Ethnicity,"Black, non-Hispanic",POINT (-82.40426005599966 40.06021014100048),39,COPD,COPD04,AGEADJRATE,RACE,BLK
2019,2019,MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed vegetables less than one time daily among adults,%,Crude Prevalence,16.2,16.2,,,14.4,18.2,Age,Age 45-64,POINT (-109.42442064499971 47.06652897200047),30,NPAW,NPW04,CRDPREV,AGE,AGE4564
2019,2019,MO,Missouri,YRBSS,"Nutrition, Physical Activity, and Weight Status",Met aerobic physical activity guideline among high school students,%,Crude Prevalence,21.3,21.3,,,17.5,25.7,Sex,Female,POINT (-92.56630005299968 38.635790776000476),29,NPAW,NPW08,CRDPREV,SEX,SEXF
2022,2022,NY,New York,BRFSS,Mental Health,Average mentally unhealthy days among adults,Number,Age-adjusted Mean,6.1,6.1,,,3.1,9.0,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-75.54397042699964 42.82700103200045),36,MEN,MEN04,AGEADJMEAN,RACE,AIAN
2016,2020,PR,Puerto Rico,US Cancer DVT,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",Age-adjusted Rate,441.5,441.5,,,441.2,441.8,Overall,Overall,POINT (-66.590149 18.220833),72,CAN,CAN07,AGEADJRATE,OVERALL,OVR
2019,2019,LA,Louisiana,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,37.6,37.6,,,35.2,40.0,Sex,Female,POINT (-92.44568007099969 31.31266064400046),22,CVD,CVD03,CRDPREV,SEX,SEXF
2022,2022,ND,North Dakota,BRFSS,Oral Health,No teeth lost among adults aged 18-64 years,%,Crude Prevalence,69.9,69.9,,,67.7,72.0,Race/Ethnicity,"White, non-Hispanic",POINT (-100.11842104899966 47.47531977900047),38,ORH,ORH01,CRDPREV,RACE,WHT
2021,2021,ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed vegetables less than one time daily among adults,%,Crude Prevalence,27.2,27.2,,,25.1,29.4,Sex,Male,POINT (-100.11842104899966 47.47531977900047),38,NPAW,NPW04,CRDPREV,SEX,SEXM
2022,2022,TN,Tennessee,BRFSS,Mental Health,Frequent mental distress among adults,%,Age-adjusted Prevalence,18.4,18.4,,,14.7,22.7,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.77449091399967 35.68094058000048),47,MEN,MEN05,AGEADJPREV,RACE,BLK
2022,2022,GA,Georgia,BRFSS,Cancer,Colorectal cancer screening among adults aged 45-75 years,%,Age-adjusted Prevalence,52.4,52.4,,,49.5,55.2,Sex,Female,POINT (-83.62758034599966 32.83968109300048),13,CAN,CAN06,AGEADJPREV,SEX,SEXF
2020,2020,CA,California,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,%,Crude Prevalence,41.6,41.6,,,34.9,48.6,Sex,Male,POINT (-120.99999953799971 37.63864012300047),6,IMM,IMM02,CRDPREV,SEX,SEXM
2020,2021,AK,Alaska,NSCH,Oral Health,Visited dentist or other oral health care provider in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,87.1,87.1,,,82.0,90.9,Age,Age 6-11,POINT (-147.72205903599973 64.84507995700051),2,ORH,ORH04,CRDPREV,AGE,AGE6_11
2015,2019,LA,Louisiana,US Cancer DVT,Cancer,"Lung and bronchial cancer mortality among all people, underlying cause","per 100,000",Crude Rate,45.2,45.2,,,44.0,46.4,Sex,Female,POINT (-92.44568007099969 31.31266064400046),22,CAN,CAN04,CRDRATE,SEX,SEXF
2021,2021,MI,Michigan,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,6.8,6.8,,,5.9,7.8,Sex,Male,POINT (-84.71439026999968 44.6613195430005),26,COPD,COPD01,CRDPREV,SEX,SEXM
2020,2020,ND,North Dakota,BRFSS,Social Determinants of Health,Routine checkup within the past year among adults,%,Crude Prevalence,88.2,88.2,,,86.3,89.8,Age,Age >=65,POINT (-100.11842104899966 47.47531977900047),38,SDOH,SDH12,CRDPREV,AGE,AGE65P
2022,2022,MA,Massachusetts,BRFSS,Sleep,Short sleep duration among adults,%,Crude Prevalence,34.8,34.8,,,32.7,36.9,Age,Age 45-64,POINT (-72.08269067499964 42.27687047000046),25,SLEP,SLP03,CRDPREV,AGE,AGE4564
2020,2020,CT,Connecticut,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,"Hospitalization for chronic obstructive pulmonary disease as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,7.29,7.29,,,5.96,8.63,Race/Ethnicity,"Black, non-Hispanic",POINT (-72.64984095199964 41.56266102000046),9,COPD,COPD04,AGEADJRATE,RACE,BLK
2019,2019,OH,Ohio,BRFSS,Tobacco,Current cigarette smoking among adults,%,Crude Prevalence,20.0,20.0,,,18.5,21.5,Sex,Female,POINT (-82.40426005599966 40.06021014100048),39,TOB,TOB04,CRDPREV,SEX,SEXF
2019,2019,MS,Mississippi,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted Prevalence,13.9,13.9,,,12.3,15.6,Sex,Female,POINT (-89.53803082499968 32.745510099000455),28,HEA,HEA03,AGEADJPREV,SEX,SEXF
2021,2021,IA,Iowa,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,28.3,28.3,,,17.9,41.8,Race/Ethnicity,"Asian, non-Hispanic",POINT (-93.81649055599968 42.46940091300047),19,CVD,CVD04,CRDPREV,RACE,ASN
2022,2022,CO,Colorado,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,%,Age-adjusted Prevalence,51.3,51.3,,,47.0,55.6,Race/Ethnicity,"White, non-Hispanic",POINT (-106.13361092099967 38.843840757000464),8,IMM,IMM02,AGEADJPREV,RACE,WHT
2021,2021,DC,District of Columbia,YRBSS,Sleep,Short sleep duration among high school students,%,Crude Prevalence,73.6,73.6,,,72.7,74.4,Overall,Overall,POINT (-77.036871 38.907192),11,SLEP,SLP02,CRDPREV,OVERALL,OVR
2016,2020,CO,Colorado,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",Number,Number,35.0,35.0,,,,,Race/Ethnicity,"White, non-Hispanic",POINT (-106.13361092099967 38.843840757000464),8,CAN,CAN03,NMBR,RACE,WHT
2020,2020,OH,Ohio,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,26.0,26.0,,,21.5,30.5,Race/Ethnicity,Hispanic,POINT (-82.40426005599966 40.06021014100048),39,CVD,CVD08,CRDRATE,RACE,HIS
2021,2021,AZ,Arizona,BRFSS,Arthritis,Arthritis among adults,%,Crude Prevalence,8.2,8.2,,,7.1,9.5,Age,Age 18-44,POINT (-111.76381127699972 34.865970280000454),4,ART,ART01,CRDPREV,AGE,AGE1844
2021,2021,CO,Colorado,BRFSS,Mental Health,Depression among adults,%,Age-adjusted Prevalence,25.5,25.5,,,19.6,32.5,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-106.13361092099967 38.843840757000464),8,MEN,MEN02,AGEADJPREV,RACE,MRC
2021,2021,MI,Michigan,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,20.2,20.2,,,14.8,26.9,Race/Ethnicity,Hispanic,POINT (-84.71439026999968 44.6613195430005),26,CVD,CVD01,CRDPREV,RACE,HIS
2020,2020,UT,Utah,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,Number,22.0,22.0,,,,,Age,Age >=65,POINT (-111.58713063499971 39.360700171000474),49,DIA,DIA04,NMBR,AGE,AGE65P
2021,2021,IL,Illinois,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,%,Crude Prevalence,55.1,55.1,,,48.1,61.8,Age,Age 45-64,POINT (-88.99771017799969 40.48501028300046),17,IMM,IMM02,CRDPREV,AGE,AGE4564
2021,2021,NJ,New Jersey,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause","cases per 100,000",Age-adjusted Rate,1.5,1.5,,,1.2,1.8,Sex,Female,POINT (-74.27369128799967 40.13057004800049),34,DIA,DIA04,AGEADJRATE,SEX,SEXF
2015,2019,CA,California,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause","per 100,000",Crude Rate,14.3,14.3,,,14.0,14.5,Sex,Male,POINT (-120.99999953799971 37.63864012300047),6,CAN,CAN01,CRDRATE,SEX,SEXM
2020,2020,NC,North Carolina,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,%,Crude Prevalence,12.4,12.4,,,10.8,14.2,Age,Age 45-64,POINT (-79.15925046299964 35.466220975000454),37,SDOH,SDH09,CRDPREV,AGE,AGE4564
2021,2021,NE,Nebraska,BRFSS,Health Status,2 or more chronic conditions among adults,%,Age-adjusted Prevalence,12.6,12.6,,,11.8,13.6,Sex,Male,POINT (-99.36572062299967 41.6410409880005),31,HEA,HEA05,AGEADJPREV,SEX,SEXM
2021,2021,AK,Alaska,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Crude Prevalence,7.8,7.8,,,5.5,10.7,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-147.72205903599973 64.84507995700051),2,COPD,COPD01,CRDPREV,RACE,AIAN
2022,2022,IL,Illinois,BRFSS,Diabetes,Diabetes among adults,%,Age-adjusted Prevalence,11.4,11.4,,,10.0,13.0,Sex,Male,POINT (-88.99771017799969 40.48501028300046),17,DIA,DIA01,AGEADJPREV,SEX,SEXM
2020,2020,FL,Florida,BRFSS,Immunization,Influenza vaccination among adults,%,Age-adjusted Prevalence,28.6,28.6,,,24.5,33.1,Race/Ethnicity,Hispanic,POINT (-81.92896053899966 28.932040377000476),12,IMM,IMM01,AGEADJPREV,RACE,HIS
2020,2020,MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults,%,Age-adjusted Prevalence,12.6,12.6,,,7.4,20.5,Race/Ethnicity,"Asian, non-Hispanic",POINT (-84.71439026999968 44.6613195430005),26,NPAW,NPW06,AGEADJPREV,RACE,ASN
2020,2020,AL,Alabama,BRFSS,Disability,Adults with any disability,%,Crude Prevalence,30.2,30.2,,,27.8,32.7,Sex,Male,POINT (-86.63186076199969 32.84057112200048),1,DIS,DIS01,CRDPREV,SEX,SEXM
2021,2021,IN,Indiana,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,Number,Crude 75th percentile,5.0,5.0,,,3.6,9.2,Age,Age >=65,POINT (-86.14996019399968 39.766910452000445),18,ALC,ALC04,CRD75TH,AGE,AGE65P
2021,2021,DC,District of Columbia,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,%,Age-adjusted Prevalence,3.5,3.5,,,2.6,4.8,Overall,Overall,POINT (-77.036871 38.907192),11,SDOH,SDH09,AGEADJPREV,OVERALL,OVR
2022,2022,CA,California,BRFSS,Oral Health,No teeth lost among adults aged 18-64 years,%,Crude Prevalence,76.8,76.8,,,74.9,78.5,Age,Age 18-44,POINT (-120.99999953799971 37.63864012300047),6,ORH,ORH01,CRDPREV,AGE,AGE1844
2022,2022,HI,Hawaii,BRFSS,Immunization,Influenza vaccination among adults,%,Age-adjusted Prevalence,51.1,51.1,,,48.6,53.6,Sex,Female,POINT (-157.85774940299973 21.304850435000446),15,IMM,IMM01,AGEADJPREV,SEX,SEXF
2021,2021,AZ,Arizona,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,24.7,24.7,,,22.4,27.1,Race/Ethnicity,Hispanic,POINT (-111.76381127699972 34.865970280000454),4,CVD,CVD01,CRDPREV,RACE,HIS
2016,2020,OH,Ohio,US Cancer DVT,Cancer,"Cervical cancer mortality among all females, underlying cause",Number,Number,157.0,157.0,,,,,Sex,Female,POINT (-82.40426005599966 40.06021014100048),39,CAN,CAN03,NMBR,SEX,SEXF
2021,2021,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed vegetables less than one time daily among adults,%,Age-adjusted Prevalence,20.9,20.9,,,20.0,21.7,Overall,Overall,POINT (-75.54397042699964 42.82700103200045),36,NPAW,NPW04,AGEADJPREV,OVERALL,OVR
2020,2020,TX,Texas,BRFSS,Oral Health,No teeth lost among adults aged 18-64 years,%,Crude Prevalence,65.4,65.4,,,62.5,68.2,Sex,Female,POINT (-99.42677020599967 31.827240407000488),48,ORH,ORH01,CRDPREV,SEX,SEXF
2015,2019,FL,Florida,US Cancer DVT,Cancer,"Colon and rectum (colorectal) cancer mortality among all people, underlying cause","per 100,000",Age-adjusted Rate,12.7,12.7,,,12.5,12.9,Race/Ethnicity,"White, non-Hispanic",POINT (-81.92896053899966 28.932040377000476),12,CAN,CAN01,AGEADJRATE,RACE,WHT
2021,2021,IA,Iowa,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,Number,33.0,33.0,,,,,Sex,Female,POINT (-93.81649055599968 42.46940091300047),19,DIA,DIA04,NMBR,SEX,SEXF
2020,2020,HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,%,Crude Prevalence,22.1,22.1,,,20.4,23.9,Sex,Female,POINT (-157.85774940299973 21.304850435000446),15,NPAW,NPW14,CRDPREV,SEX,SEXF
2021,2021,US,United States,BRFSS,Diabetes,Diabetes among adults,%,Crude Prevalence,11.8,11.8,,,11.5,12.1,Sex,Male,,59,DIA,DIA01,CRDPREV,SEX,SEXM
2019,2019,CA,California,BRFSS,Disability,Adults with any disability,%,Crude Prevalence,24.7,24.7,,,23.2,26.2,Race/Ethnicity,"White, non-Hispanic",POINT (-120.99999953799971 37.63864012300047),6,DIS,DIS01,CRDPREV,RACE,WHT
2020,2020,UT,Utah,BRFSS,Chronic Obstructive Pulmonary Disease,Current smoking among adults with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,19.8,19.8,,,14.0,27.2,Sex,Female,POINT (-111.58713063499971 39.360700171000474),49,COPD,COPD02,AGEADJPREV,SEX,SEXF
2020,2021,LA,Louisiana,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,29.6,29.6,,,24.1,35.8,Race/Ethnicity,"Black, non-Hispanic",POINT (-92.44568007099969 31.31266064400046),22,ORH,ORH05,CRDPREV,RACE,BLK
2021,2022,CA,California,BRFSS,Cognitive Health and Caregiving,Provided care for a friend or family member in the past month among adults,%,Crude Prevalence,18.2,18.2,,,15.1,21.8,Age,Age 18-44,POINT (-120.99999953799971 37.63864012300047),6,CHC,CHC04,CRDPREV,AGE,AGE1844
2015,2019,NC,North Carolina,US Cancer DVT,Cancer,"Invasive cancer (all sites combined) mortality among all people, underlying cause",Number,Number,195.0,195.0,,,,,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",POINT (-79.15925046299964 35.466220975000454),37,CAN,CAN08,NMBR,RACE,AIAN
2019,2019,VA,Virginia,BRFSS,Tobacco,Current cigarette smoking among adults,%,Crude Prevalence,21.1,21.1,,,14.9,29.2,Race/Ethnicity,"Multiracial, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),51,TOB,TOB04,CRDPREV,RACE,MRC
2020,2020,NM,New Mexico,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,141.7,141.7,,,135.0,148.5,Sex,Male,POINT (-106.24058098499967 34.52088095200048),35,CVD,CVD08,AGEADJRATE,SEX,SEXM
2022,2022,CA,California,BRFSS,Mental Health,Frequent mental distress among adults,%,Crude Prevalence,8.8,8.8,,,7.4,10.5,Age,Age >=65,POINT (-120.99999953799971 37.63864012300047),6,MEN,MEN05,CRDPREV,AGE,AGE65P
2019,2019,KY,Kentucky,PRAMS,Maternal Health,Postpartum checkup among women with a recent live birth,%,Crude Prevalence,90.2,90.2,,,85.5,93.4,Race/Ethnicity,"Black, non-Hispanic",POINT (-84.77497104799966 37.645970271000465),21,MAT,MAT01,CRDPREV,RACE,BLK
2020,2020,OK,Oklahoma,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",Number,Number,97.0,97.0,,,,,Race/Ethnicity,"White, non-Hispanic",POINT (-97.52107021399968 35.47203135600046),40,DIA,DIA04,NMBR,RACE,WHT
2020,2020,UT,Utah,BRFSS,Chronic Obstructive Pulmonary Disease,Chronic obstructive pulmonary disease among adults,%,Age-adjusted Prevalence,4.5,4.5,,,4.0,5.0,Race/Ethnicity,"White, non-Hispanic",POINT (-111.58713063499971 39.360700171000474),49,COPD,COPD01,AGEADJPREV,RACE,WHT
2020,2021,CA,California,NSCH,Oral Health,Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years,%,Crude Prevalence,39.5,39.5,,,34.8,44.5,Sex,Male,POINT (-120.99999953799971 37.63864012300047),6,ORH,ORH05,CRDPREV,SEX,SEXM
